date,minutes_played,user,precipitation,weather_condition,is_weekend
2025-11-13,0.8506,TK,0.8,Rainy,0
2025-11-14,18.94575,TK,0.3,Clear,0
2025-11-15,19.13543333333333,TK,0.0,Clear,1
2025-11-16,14.070699999999999,TK,0.0,Clear,1
2025-11-17,3.9789666666666665,TK,0.0,Clear,0
2025-11-18,21.07848333333333,TK,0.0,Clear,0
2025-11-19,25.0714,TK,0.0,Clear,0
2025-11-20,3.1897333333333333,TK,0.0,Clear,0
2025-11-21,0.20831666666666668,TK,0.0,Clear,0
2025-11-23,25.083733333333335,TK,1.7,Rainy,1
2025-11-26,2.95415,TK,0.0,Clear,0
2025-11-27,1.2023000000000001,TK,0.0,Clear,0
2025-11-28,49.584199999999996,TK,0.2,Clear,0
2025-11-29,107.9574,TK,11.1,Rainy,1
2025-11-30,53.56741666666667,TK,1.6,Rainy,1
2025-12-01,58.38648333333333,TK,5.2,Rainy,0
2025-12-02,14.528283333333334,TK,0.0,Clear,0
2025-12-03,23.5741,TK,0.0,Clear,0
2025-12-04,30.573666666666668,TK,0.0,Clear,0
2025-12-05,40.41251666666666,TK,0.0,Clear,0
2025-12-06,36.747,TK,0.6,Rainy,1
2025-12-07,113.22201666666666,TK,41.7,Rainy,1
2025-12-08,32.2451,TK,1.5,Rainy,0
2025-12-09,101.64208333333333,TK,0.1,Clear,0
2025-12-10,41.52418333333333,TK,0.0,Clear,0
2025-12-11,6.693116666666667,TK,1.0,Rainy,0
2025-12-12,20.65635,TK,0.1,Clear,0
2025-12-13,54.89905,TK,1.0,Rainy,1
2025-12-14,18.66685,TK,0.5,Clear,1
2025-12-15,57.1374,TK,0.1,Clear,0
2025-12-16,3.08345,TK,0.0,Clear,0
2025-12-17,100.62935,TK,0.0,Clear,0
2025-12-18,150.77238333333332,TK,0.0,Clear,0
2025-12-19,89.42661666666666,TK,0.0,Clear,0
2025-12-20,45.803416666666664,TK,0.0,Clear,1
2025-12-21,102.61313333333334,TK,1.0,Rainy,1
2025-12-22,195.67928333333333,TK,2.3,Rainy,0
2025-12-23,257.55441666666667,TK,1.2,Rainy,0
2025-12-24,283.4515333333333,TK,0.5,Clear,0
2025-12-27,284.4864,TK,2.4,Rainy,1
2025-12-28,143.82673333333332,TK,4.0,Rainy,1
2025-12-29,60.3444,TK,0.0,Clear,0
2025-12-30,23.775383333333334,TK,9.4,Rainy,0
2025-12-31,233.50390000000002,TK,6.4,Rainy,0
2026-01-02,69.19718333333333,TK,0.0,Clear,0
2026-01-03,222.99415,TK,6.4,Rainy,1
2026-01-04,132.54491666666667,TK,1.5,Rainy,1
2026-01-05,3.5244166666666668,TK,0.0,Clear,0
2026-01-06,108.671,TK,0.1,Clear,0
2026-01-07,62.385983333333336,TK,0.1,Clear,0
2026-01-08,14.97355,TK,21.3,Rainy,0
2026-01-09,100.93683333333334,TK,0.1,Clear,0
2026-01-10,157.40596666666667,TK,16.6,Rainy,1
2026-01-11,146.23233333333334,TK,25.5,Rainy,1
2026-01-12,271.9223333333333,TK,8.3,Rainy,0
2026-01-13,60.7722,TK,0.6,Rainy,0
2026-01-14,109.96756666666667,TK,0.7,Rainy,0
2026-01-15,11.704566666666667,TK,0.0,Clear,0
2026-01-16,0.6800166666666667,TK,3.4,Rainy,0
2026-01-22,10.705833333333333,TK,2.2,Rainy,0
2026-01-23,21.252100000000002,TK,4.3,Rainy,0
2026-01-24,31.282466666666668,TK,0.1,Clear,1
2026-01-25,86.64451666666666,TK,0.0,Clear,1
2026-01-26,115.14903333333334,TK,2.8,Rainy,0
2026-01-28,2.2551666666666668,TK,0.2,Clear,0
2026-01-29,26.923466666666666,TK,1.0,Rainy,0
2026-01-30,13.233366666666667,TK,9.0,Rainy,0
2026-01-31,2.4601333333333333,TK,11.8,Rainy,1
2026-02-01,108.00783333333334,TK,14.2,Rainy,1
2026-02-02,0.07625,TK,10.7,Rainy,0
2026-02-03,15.505183333333333,TK,0.9,Rainy,0
2026-02-04,0.29469999999999996,TK,0.0,Clear,0
2026-02-06,13.95735,TK,1.4,Rainy,0
2026-02-07,136.28571666666667,TK,3.6,Rainy,1
2026-02-10,100.55338333333333,TK,0.0,Clear,0
2026-02-12,197.46518333333333,TK,2.0,Rainy,0
2026-02-13,89.07305,TK,4.5,Rainy,0
2026-02-14,20.26605,TK,5.8,Rainy,1
2026-02-15,57.08246666666667,TK,1.8,Rainy,1
2026-02-16,2.98695,TK,5.9,Rainy,0
2026-02-17,21.922150000000002,TK,7.2,Rainy,0
2026-02-18,104.76471666666666,TK,5.4,Rainy,0
2026-02-19,23.303266666666666,TK,0.1,Clear,0
2026-02-20,12.3504,TK,0.0,Clear,0
2026-02-21,0.004066666666666666,TK,0.5,Clear,1
2026-02-22,140.50828333333334,TK,9.1,Rainy,1
2026-02-23,160.7621,TK,0.0,Clear,0
2026-02-24,113.1735,TK,2.9,Rainy,0
2026-02-25,136.19673333333333,TK,2.2,Rainy,0
2026-02-26,121.38216666666666,TK,5.6,Rainy,0
2026-02-27,6.227416666666667,TK,0.7,Rainy,0
2026-02-28,89.5336,TK,0.3,Clear,1
2026-03-01,160.44356666666667,TK,0.1,Clear,1
2026-03-02,14.671633333333334,TK,0.0,Clear,0
2026-03-03,44.10203333333333,TK,0.0,Clear,0
2026-03-04,31.288999999999998,TK,0.0,Clear,0
2026-03-05,101.33355,TK,0.8,Rainy,0
2026-03-06,42.724149999999995,TK,0.1,Clear,0
2026-03-07,41.88655,TK,0.0,Clear,1
2026-03-08,24.358466666666665,TK,0.0,Clear,1
2026-03-09,29.826283333333333,TK,0.0,Clear,0
2026-03-10,168.2844,TK,0.0,Clear,0
2026-03-11,109.42091666666667,TK,0.0,Clear,0
2026-03-12,93.13363333333334,TK,0.0,Clear,0
2026-03-13,23.722633333333334,TK,0.0,Clear,0
2026-03-14,90.745,TK,0.0,Clear,1
2026-03-15,205.18578333333332,TK,0.6,Rainy,1
2026-03-16,94.8236,TK,0.6,Rainy,0
2026-03-17,41.94108333333333,TK,0.0,Clear,0
2026-03-18,183.6683,TK,0.2,Clear,0
2026-03-19,93.08283333333333,TK,2.8,Rainy,0
2026-03-20,5.184266666666667,TK,24.4,Rainy,0
2026-03-21,109.48775,TK,4.3,Rainy,1
2026-03-22,55.888466666666666,TK,2.4,Rainy,1
2026-03-23,169.35098333333335,TK,0.1,Clear,0
2026-03-24,178.24188333333333,TK,0.3,Clear,0
2026-03-25,63.97676666666666,TK,0.1,Clear,0
2026-03-26,162.43901666666667,TK,0.3,Clear,0
2026-03-27,70.1439,TK,1.7,Rainy,0
2026-03-28,141.40905,TK,29.0,Rainy,1
2026-03-29,207.12855,TK,31.7,Rainy,1
2026-03-30,36.972883333333336,TK,34.0,Rainy,0
2026-01-01,47.95615,LG,0.0,Clear,0
2026-01-02,41.26846666666667,LG,0.0,Clear,0
2026-01-04,32.45843333333333,LG,0.0,Clear,1
2026-01-07,3.14785,LG,0.0,Clear,0
2026-01-08,30.020516666666666,LG,0.0,Clear,0
2026-01-09,33.3673,LG,0.0,Clear,0
2026-01-12,27.499883333333333,LG,0.0,Clear,0
2026-01-13,213.41143333333332,LG,0.0,Clear,0
2026-01-14,116.83616666666667,LG,0.0,Clear,0
2026-01-15,32.70133333333334,LG,0.0,Clear,0
2026-01-19,59.93853333333333,LG,0.0,Clear,0
2026-01-20,0.4026,LG,0.0,Clear,0
2026-01-21,65.39805,LG,0.0,Clear,0
2026-01-22,26.29478333333333,LG,0.0,Clear,0
2026-01-23,51.44328333333333,LG,0.0,Clear,0
2026-01-24,44.83761666666667,LG,0.0,Clear,1
2026-01-26,25.376333333333335,LG,0.0,Clear,0
2026-01-27,10.840983333333334,LG,0.0,Clear,0
2026-01-28,50.48908333333333,LG,0.0,Clear,0
2026-01-30,52.569916666666664,LG,0.0,Clear,0
2026-02-01,1.1113666666666666,LG,0.0,Clear,1
2026-02-02,65.55568333333333,LG,0.0,Clear,0
2026-02-03,175.09093333333334,LG,0.0,Clear,0
2026-02-04,24.8912,LG,0.0,Clear,0
2026-02-06,21.09315,LG,0.0,Clear,0
2026-02-09,112.14816666666667,LG,0.0,Clear,0
2026-02-11,46.8238,LG,0.0,Clear,0
2026-02-13,54.48695,LG,0.0,Clear,0
2026-02-14,14.771316666666666,LG,0.0,Clear,1
2026-02-16,107.15121666666667,LG,0.0,Clear,0
2026-02-17,26.399066666666666,LG,0.0,Clear,0
2026-02-18,225.04921666666667,LG,0.0,Clear,0
2026-02-25,45.6679,LG,0.0,Clear,0
2026-02-26,175.01941666666667,LG,0.6,Rainy,0
2026-02-27,4.9588833333333335,LG,1.6,Rainy,0
2026-03-01,40.23003333333333,LG,0.0,Clear,1
2026-03-02,54.69766666666667,LG,2.5,Rainy,0
2026-03-04,50.80521666666667,LG,3.2,Rainy,0
2026-03-07,54.5722,LG,0.0,Clear,1
2026-03-08,0.8914833333333333,LG,0.0,Clear,1
2026-03-09,55.50288333333333,LG,0.0,Clear,0
2026-03-11,45.28816666666667,LG,0.0,Clear,0
2026-03-12,72.1224,LG,0.0,Clear,0
2026-03-14,46.011316666666666,LG,0.0,Clear,1
2026-03-17,30.804066666666667,LG,5.6,Rainy,0
2026-03-18,60.92965,LG,0.2,Clear,0
2026-03-19,0.06966666666666667,LG,0.0,Clear,0
2026-03-20,139.34375,LG,0.0,Clear,0
2026-03-21,58.65725,LG,0.0,Clear,1
2026-03-22,33.61366666666667,LG,0.0,Clear,1
2026-03-24,44.38001666666667,LG,0.0,Clear,0
2026-03-25,85.61073333333333,LG,0.0,Clear,0
2026-03-26,55.9628,LG,0.0,Clear,0
2026-03-27,37.18683333333333,LG,0.0,Clear,0
2026-03-28,106.1573,LG,0.0,Clear,1
2026-03-30,4.9351666666666665,LG,0.0,Clear,0
2026-03-31,60.9171,LG,0.0,Clear,0
2026-04-01,72.37311666666666,LG,0.0,Clear,0
2026-04-02,165.7323,LG,0.0,Clear,0
